mbid,artist_lastfm,country_lastfm,listeners_lastfm,scrobbles_lastfm
d3ad9733-88a2-4d24-9243-1bde155681c6,Diana,Albania; Brazil; Canada; Hungary; Portugal; Serbia,55995,402892
c8cebd82-0db2-4516-b363-af2aad7985fd,Dom Salvador,Brazil,5894,30303
b7e71551-4c49-4e3a-a71f-7b03f5070f25,Dona Ivone Lara,Brazil,34856,181534
8524a851-ac20-4995-9f64-5f90c290690b,Dream Koala,Brazil; France,110599,950603
f02b360d-3681-4afa-9cb9-35dcf30c3683,Dry Branch Fire Squad,,9710,56030
5269d3d2-63c6-4b8f-8200-6908ffa365d5,Duck Sauce,Canada; France; United States,465175,3970321
ce8a9549-ab35-4669-b5e1-cbdd5d7ce0be,Earl-Jean,,5962,19486
68eabc1f-f304-46cb-8015-6f9cb7af33c6,El DeBarge,United States,49125,307968
92de023e-6f08-4133-8063-c0740c855e3d,Engenheiros Do Hawaii,Brazil,198123,15667391
4967c0a1-b9f3-465e-8440-4598fd9fc33c,Enya,Ireland,1314635,50628706
01d9e088-b360-453f-aad7-aeaf3a54ca90,Extra Ball,Poland,1736,18879
5c7cbe3b-0f90-4dde-8303-130b659cc65c,False Prophets,United States,4096,24821
e787de5d-49e2-4b1f-9bde-1fd3a671b971,Fats Domino,United States,495419,3841666
5cfcfc9d-9382-451e-ad95-4ec94de72774,Feargal Sharkey,Ireland; Northern Ireland; United Kingdom,88727,392039
11238cd8-2dc5-4de4-b4ec-5e6be5fef8c8,Fiona,China; United States,9782,95146
e2050382-282f-40e5-8f33-01ee4647ad3f,Freddy Fender,Mexico; United States,68662,394040
56cc74c7-6a8c-42a4-87a1-59d6963b2c1f,Furry Lewis,United States,50864,284953
7e29f8ed-47d0-4270-af45-82df9139b57c,Garnet Mimms & The Enchanters,United States,16817,57489
c7f3fda1-3775-4d8b-94a4-fc9601db1a45,Geno Delafose,United States,5810,26871
467f69b6-8d6d-4d2c-bfad-e89adf2806ff,George Benson,United States,514527,5472711
29d41248-81e5-4d3c-97b1-eb571de20b03,George Hamilton IV,United States,19198,82744
f4336d95-b153-4d9e-8b3d-32b78583993c,Georges Arvanitas,France,2756,14703
267f7395-1854-4eda-9d07-49368181fc14,Helen Shapiro,United Kingdom; United States,86971,486665
a283af93-2b93-4b62-be2e-0ae6e14a2622,Henry Gross,,11895,41897
1def2cdc-a6ec-4972-8614-204e13301650,Jacquees,,54012,458821
679ec43c-bc04-4bb0-b619-2da702a214ba,James Horner,United States,615542,13181414
38491b0f-7994-46bc-9b45-80c72d8436d4,Jeannie Seely,,3054,270650
b29a3b55-785c-4072-9daf-0153cac864b6,Jean-Philippe Rameau,France,175740,1378865
150ffd99-a98e-486e-8c84-77d77f03747e,João Bosco,Brazil,108654,867746
33ecb3d1-9ece-4462-b231-ce6e7a82dd50,Keith Sweat,United States,315161,2061782
a85b66d2-34df-4d5a-8c0d-d585b8a14ce1,Kenny Burrell,United States,247897,2022387
bccd8e62-7bec-4e81-8983-bafe36fb1580,Kosmonova,Germany; Russia,34089,182926
472fcf2f-eaa2-44a2-8e8f-2ecd23cd0fc7,Kraak & Smaak,Netherlands,268714,2925870
d69ee229-2f36-494c-b104-9ae0d8be506b,Level 42,United Kingdom,336095,3201371
d39d2f12-8202-4f76-ae5b-b29a11902168,Lubomyr Melnyk,Canada; Germany; Ukraine; United States,30716,369577
c544ed4d-2390-4442-a83e-1ea2883b09c8,Lynyrd Skynyrd,United States,1922165,31314805
e1ae74e0-200d-48cc-8cd1-ef005a480c6f,Marcin Wasilewski Trio,Poland,42775,392350
9379002e-e3bf-4cfb-8ed1-f36d53a415cc,Mark Valentino,,505,1464
76716b81-e361-427e-a931-19373388387d,Mase,United States,296754,1557692
692915bd-bc68-4db7-af7a-4e2b091a264c,Massacration,Brazil,52566,1299149
9881c4d2-4b8e-4324-af5b-a40c9b3bc1a9,Matthew Schuler,,6036,46906
77314863-c23d-44ca-a7d4-d9a07fe82841,Melveen Leed,,501,3122
55ff8a80-e313-4cd0-a709-d19a2636c0c3,Metal Boys,France,5508,24561
7b3428b3-75a8-4ec7-ac20-b99c619647ce,Michael Henderson,United States,12344,65452
9c4df1e9-6092-4862-b493-0b72262d91c8,Michael Nesmith,United States,22542,295541
5ea48d60-26c9-406c-aed3-a450bb5d8e86,Michael Schulte,Germany,64930,541024
85fcc6c7-4b54-40dd-bd0e-0df68309acea,Mikey Dread,Jamaica,79941,568583
2688f7f7-09cf-4391-87de-52b207894e13,Mind Eraser,United States,17342,953896
09037f07-42bc-46ac-a1ee-37f834451fee,Minor Threat,United States,351519,12736312
a0b8cb9e-7532-45fe-a74c-30e7c4009a39,Missy Elliott,United States,1218650,13300552
1dd28f27-4ab3-4a3f-8174-4ccd571a9dce,Mohit Chauhan,India,44186,447800
dafe548c-30b7-4828-b36f-4a949b703f82,Narrow House,Ukraine,696,10470
d7baf435-0df0-4227-9b8f-aa1d8681988b,Nick Jonas,North Korea; United States,476056,7638788
c30dfb44-768a-487b-af9c-c942682aa023,Nine Days,United States,375659,2956299
812d3015-2f4c-4fa7-bd7d-30ec4beb2c82,N.O.R.E.,France; Puerto Rico; Spain; United Kingdom; United States,225786,1094249
7ba71a5b-f9ee-46f3-9f5d-181cb2aab0bd,Ohio Express,United States,57279,269347
ad279295-653f-42e1-9aaa-b731df2e78ba,Owl City,United States,1404223,46509829
2206a2e3-2912-4610-a2c6-42bbed001a31,Pandit Jasraj,India,16060,108486
44e2aa14-2f47-49fd-a49e-f1ef759ec366,Paragon Belial,Germany,2400,35203
1c455a45-2822-495a-a3df-e9e55d31f147,Pat The Bunny,,12571,403815
6943f7da-a666-4670-98c3-72da385afa6b,Percy Whitlock,,1174,4142
4ca3f04f-cb80-4375-8d34-882ceff17dee,Pete Wernick,,1502,4969
93c66937-ac49-4068-b378-a1d2a4d093a1,P.M. Dawn,Australia; Canada; Jersey; United States,123909,864558
46e8c3f4-bcc5-48cf-ade6-cc071f194428,Prelude,United Kingdom; United States,15033,57391
26e8d5a8-a29e-4087-b0ae-b218dea2bf27,Remute,Germany,13165,69177
926a00d3-2dad-4153-a61f-8a256bfcf8c6,Robbie Patton,,503,1911
e8e2adf0-f0fa-41b9-92c8-56e11ff1c14c,Robert Drasnin,United States,6329,53850
71bcb5be-394c-4c04-bb38-35982e8a94d3,Robin Gibb,United Kingdom,57638,339262
009e2c11-417f-414b-92f5-fb17d389d11e,Rob Jungklas,,761,9000
dfee80cb-23a0-4ad8-be1c-fb4c9ba20d14,Sandro Brugnolini,Italy,3248,25928
4c7cea51-862b-433a-82d8-7361ed266d9e,Sandy Nelson,United States,39471,171607
9904bde1-04a7-41cf-a2a3-d09a42445145,Scatman John,United States,316979,2291219
86aa8b2d-be7e-489c-a1b7-80e814fb6815,Sha Na Na,United States,106779,756359
0856d0a5-626e-48dd-941c-de70c8f682cd,Splender,United States,44533,393190
7c1bfa64-9ff6-4b3f-a5aa-610298b76a55,Steam,Germany; United States,57450,211533
7a0f02e0-0ab8-4a62-9e14-c6925cfaed07,Suicide,Turkey; United States,297294,4094632
4d3b710b-a5f0-4772-97db-f09e47fbc6d8,Sylvester,United States,157912,798949
2e89725a-ac85-414c-b3b2-70f0a82fae9a,Teddy Wilson,,112793,663627
5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,The 1975,United Kingdom,764165,35122478
9e5aee7c-2dc8-48ab-b6f9-b050dc51e6fc,The Blackbyrds,,133887,736506
9b8d6e2c-2b4e-4924-82ae-226b4e701f6b,The Brand New Heavies,,317161,3618505
f86d23ca-57ea-473a-b2ca-feedf8524256,The Cross Movement,,18706,174926
a26e9031-40dc-46bd-a418-51fae063ea8f,The Ebonys,,11168,48106
bd91b2c0-307c-4571-a46e-a85e4bdf7a36,The Honeydrippers,,54528,258144
c0a1a94b-ab5f-4eb7-9558-3f2c62f5a01f,The Kaisers,,4285,55710
cec651c7-19f4-4965-9566-3a05024130be,The KVB,,65017,1328144
d7134426-a937-43bf-bc54-f10ad8102ed9,The Pharcyde,,643674,8693005
bbd12bb3-0021-4c3d-9b40-bf482a019290,The Rubinoos,,19373,200344
228af6b5-f691-4ed2-a63b-10cc6fcc1144,Thompson Twins,,463710,3265314
c842d29f-a297-48cd-bb71-4f77fd672b16,T. Rex,United Kingdom,1037371,18606085
ff139930-ec21-4c01-8737-4e4c05bdd472,Uyama Hiroto,Japan,78909,1818513
57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f,Vangelis,,832772,20763780
73fe8b5f-3baa-41ab-b3e3-1e5f99baf84c,Vitamin C,,126264,725222
e48d32dc-18ad-40df-854c-49ea4d12d809,Walker Hayes,,25905,157095
ab2f2944-545f-4ea5-8ff0-31a5723ff5f3,Wardell Gray,,7066,56707
a6a07c01-805f-4b2a-8ec4-69406a974f2d,Wolf Biermann,Germany,2585,56594
5f26d6b7-95df-420b-bbfb-5e8a86800ae8,Zao,,93025,2556321
f4ecc7de-461d-4b70-8de8-9316aa870d28,Abstürzende Brieftauben,Germany,9020,277501
649ee945-18db-423d-960f-a05a6037d8ce,Adam Sky,,26321,94993
bd4d397a-849a-48bf-be24-52eec87feeee,Adriana Calcanhotto,Brazil; Portugal,264752,6674973
7a9b4732-ccd1-481c-a1ed-3c1ffb3f633e,Aidan Knight,Canada,44096,416409
b2dcc67a-45f9-4b9f-8221-3da4e0d32491,Albert Ayler,United States,92266,851056
818b9782-cafb-4324-abdf-f5b005fdb36f,Alfonzo Hunter,,7246,37209
57f496a2-d22d-4a89-9b04-c9ee3812c781,All Out War,United States,27181,629174
fa4ad5f5-568e-498f-ba98-9ffc18e54ff3,Aly & AJ,United States,451422,6156138
eb380962-99bb-46c0-af40-1c7790a7822a,Amaranthe,Denmark; Sweden,173128,12185074
2ae4fa6f-2221-4461-aa9e-197b20a35575,Amar Arshi,India,5262,19924
d6dcc614-4c72-4a0b-95dd-1bf5087abd85,Anti-System,United Kingdom,3349,56171
0253f66a-d91d-4f32-9306-83e3e43ab79d,Anup Jalota,India,7949,64199
89c3e96a-9dfe-4264-8995-4e5f9b0fb358,Archspire,Canada,22492,848022
209ddf15-ee0a-41a1-a1f5-6f4c0409d2ee,Art Blakey & The Jazz Messengers,United States,333610,3190489
daf38fea-7963-4607-bf0d-5a1d738b87ed,Austin Roberts,,3234,13192
46a7282b-af3e-4e4f-badb-41d2e12d1a19,Banda Machos,Mexico,60450,319121
cf8ffbfe-02ba-4b91-a608-9783d91f709a,Barbara,France; Slovakia,152258,1448374
8a672f30-4ed6-4fb4-9b8a-4f28e1d1be1c,Black Tiger Sex Machine,Canada,30853,258443
ca7129b1-b2b8-40da-89ea-a2b6aeabb87b,Bobby Marchan,,19061,63278
9a709693-b4f8-4da9-8cc1-038c911a61be,Bonobo,United Kingdom,1491512,82103215
37da13d4-8bbc-41bb-9957-4d94de3d311e,Brand Nubian,United States,223236,1805964
0f32339d-072c-4238-bc94-bd632fb9693f,Canhoto,,330,1945
0b7c2cc8-0276-4b23-a538-746ebe4133ce,Carole Bayer Sager,United States,14920,60053
7c743881-aed4-47d4-93d5-9fdd6e2904bb,Cartola,Brazil,204378,4188313
e554daf4-4ad0-438f-a7f9-832519451fd2,Cazuza,Brazil,206886,6687824
4fbc55bb-61be-4eb7-b4b4-c08c68b4e060,Chamillionaire,United States,943618,9761659
524ce360-117c-4911-8344-9c303e353ca0,Champaign,United States,54345,185068
d74e306c-14fe-4816-a821-b2ec554f9edb,Charles Fox,United States,3746,21878
68840364-a295-4411-a504-73e20da1007c,Christian Borle,United Kingdom,15677,130441
fc015f11-be38-4b7d-b3e8-5d809242ecec,Clint Mansell,United Kingdom,844887,27237084
2519503f-2327-4452-890a-9f9302361eb2,Daisy Dee,Netherlands,8411,38509
21e3292e-dac8-4609-b57d-402f926aa41f,Daughtry,United States,1172901,25727067
d385947d-c00d-4311-9cf1-a032a1d4040b,Dinah Washington,United States,732528,6022427
7c985f41-7db2-45c9-8ae3-1898682e44b7,D.J. Rogers,,9941,38511
52c6cb59-649e-4dab-a4c4-0a0058658ef0,DJ Wag,Germany,13458,56782
6060d1bb-94f8-4863-89b9-425487f2f6b2,Duke Dumont,United Kingdom,469869,4971333
fd722d0c-5aa2-4ac3-a263-180bfd9eff52,Eau Claire Memorial Jazz I,,13223,57337
d30b0768-bb33-4f34-b767-3e2fcdef46eb,Ekolu,,6645,87628
357ff05d-848a-44cf-b608-cb34b5701ae5,Faster Pussycat,United States,112767,953810
23b0f3d6-ba54-4597-a1c7-24c6dd348ef7,Fine Young Cannibals,United Kingdom,452828,2969099
8ca3f991-47c7-4506-8fa2-327e376c71b4,Flosstradamus,Australia; United States,186748,1618963
a693df4a-8762-4a45-b7fd-6695b558385e,Giacomo Puccini,Italy,369923,3360280
87c499fa-618d-4480-bece-5e0911a94ce7,Gillette,Jersey; United States,15478,70289
c5393047-0c44-48eb-b5a8-070759f04371,Goldie,United Kingdom,180304,1617416
e7840b1b-0fc5-42a7-b05a-ffca943308ad,Gorilla Zoe,Georgia; Haiti; Jersey; United States,605808,3184899
4854881e-0801-4ee3-b48c-d7f37a523b51,Greg Behrendt,,24314,198017
bd518350-09ad-4ecc-934e-11168e84227c,Gwen McCrae,United States,86632,458796
5c9e111d-579e-4eb3-a6e4-51e223635ee0,Hate Eternal,United States,99943,2786493
643f0b8a-d835-4f45-bb79-84dd5ac96b4a,Himesh Reshammiya,India,29121,203813
18891c26-5f85-4b63-91ff-8b8adbf5fa8c,"Hot, Cold Sweat",,367,1320
dd8aed58-7374-4ac7-9547-511988ad57fb,Hui Ohana,United States,9639,60599
0f5d9ba9-c1e4-4156-bffc-af6d7e257e7a,Ian Gomm,United Kingdom,7598,37958
1fc494a1-9109-4081-a455-2d05bea9d2bf,Ingrid Michaelson,United States,1033097,22489233
9a4a3b85-8a85-4924-872f-24b8bf2feb26,Isyss,,3909,31343
be3142ae-6538-45e0-8ed6-9df0751a0873,Jacky Terrasson,France; Germany,83826,448140
2692cab2-7563-4315-924f-563a59190fd9,Jan Delay,Germany,291841,5215889
44cd4e2e-0a6a-4cd1-a2a7-e23d9f33df78,Jean-Luc Ponty,France,95759,1202677
e3087942-a74b-4623-9349-d22cde0a9ad5,Jellyfish,United States,72233,1200940
6b16ad36-44fb-4238-bcff-48657038da0f,Jenny Burton,United States,3855,13942
c6f5969f-1f65-465c-8603-ec2d1e31e39d,Joe Walsh,United States,468355,3082878
34e10b51-b5c6-4bc1-b70e-f05f141eda1e,John Denver,Mexico; United States,767531,7719351
867698a7-1ddc-4b57-b664-d1b775a7344d,Johnny Wakelin & The Kinshasa Band,,822,2770
cb9856fe-3db2-4145-8ceb-cf42fe705500,Jordan Hill,United States,6498,45909
cdd8ad5c-d7a2-4c20-8ef8-14b68fd635fd,Karl-Heinz Schäfer,France,1753,16501
4476453a-d37e-4c52-b60d-07c90b6fa661,Kenny Dorham,United States,150091,956330
ef73e6ed-9096-4ddb-9799-b94874d0ce33,Keyshia Cole,United States,684398,5974777
8295ee00-0096-461d-95c7-c2263d2a4c6d,Killswitch Engage,United States,1209750,54611786
b87b38cc-b446-4a0c-968a-addb0e244c9d,Kreayshawn,United States,209315,2651715
95849f7a-654f-4207-80ba-05e2de8f25c2,La Féline,France,7376,61623
b6bb5f3d-a3a5-4df1-8cc9-770d4f704beb,Larry Gatlin & The Gatlin Brothers,,6648,59489
faaa0af6-6374-4ad9-8230-f2aed0589ab3,Larry Polansky,United States,889,7214
16c5bb7a-35b7-418d-880e-7ed3399f1b40,Lee Ann Womack,United States,278168,1933156
7bf4da99-0afc-43f7-b35b-016ad6fd5893,Little Texas,United States,89558,550315
e0fe4ee3-6ce4-4b63-8854-049c78584fc8,Loose Ends,United Kingdom,96630,570891
78357965-ea3e-409b-90e7-8c0dfb116288,Los Bravos,Spain,75598,358045
fa34b363-79df-434f-a5b8-be4e6898543f,Ludovico Einaudi,Italy,918197,37319220
861416e4-dc50-4cd8-af33-76a09067e821,Lycia,United States,73056,2116851
22cbe400-9906-4c47-973c-b7122b23840a,Machinae Supremacy,Sweden,200324,20174980
c1c02051-0305-4095-8817-30df19c0b79f,Maddie & Tae,United States,38461,345966
3f8b614b-cfc5-463e-a3f1-c6efdb26b443,Major Lance,United States,76149,317117
e28dbf43-a2d9-4651-908f-1879ad67d30e,Matt Nathanson,United States,784333,11135180
da90b5da-349e-4906-a0b4-805f5e46190d,Midlake,United States,493871,11245029
1d041057-9eea-4bdf-80a2-1723739769f9,Moacyr Luz,Brazil,4241,24541
8d08484c-c532-457a-a04c-2510da38744e,Mors Principium Est,Finland,109435,5574168
f6f69dba-4c49-4f1b-a6bc-678c1154f32d,M People,United Kingdom,211590,1436789
c954d136-c7fd-4fd9-8bb0-fb0491fc6a02,Nena,Germany,698127,5659955
4cfe7051-f649-4d07-83b3-7a732abe7249,Nikolai Rimsky-Korsakov,Russia,100881,560153
8162d8d3-ae45-4550-87f1-fa1262166e8a,Pagan Altar,United Kingdom,25331,889096
0285eca9-08bf-470e-be93-4e14384b2e60,Penfold,Jersey; United States,21946,493066
042a3275-fc9e-4e62-8fca-d4de874762da,Pickettywitch,,4509,25284
403bc4cd-602c-4b59-8379-05cb24f66aa6,Piebald,United States,132849,2288177
8f6bd1e4-fbe1-4f50-aa9b-94c450ec0f11,Portishead,United Kingdom,2094008,83662916
3ec17e85-9284-4f4c-8831-4e56c2354cdb,Reba McEntire,United States,308625,3844581
03e318a0-2292-4219-888c-f491ac63c6d1,Red Sovine,,16511,85897
c046b587-5e98-4631-a5c0-e5d8e18d6b13,RL Grime,United States,159148,1803601
331ce348-1b08-40b9-8ed7-0763b92bd003,Roxy Music,United Kingdom,829178,13792113
fdf25d7c-d8f4-4736-ad24-bf2286a61254,Sachin-Jigar,India,6670,47015
67930b3e-e00b-469f-8c74-fd69f20522ec,Sade,Nigeria; United Kingdom,1253774,27565450
0ee34caa-31c3-4b34-9fa1-5efec8b5fefb,Sammy Masters,,3191,11800
f9674106-5186-4496-87ed-1bd2e48dde66,Stephan Bazbaz,,890,2706
148ddea2-6839-4354-8e2c-5dfadf136b7f,Tenacious D,,1701222,54433810
21f3573f-10cf-44b3-aeaa-26cccd8448b5,The Black Dahlia Murder,,343788,20498411
66a4b9d2-d5a6-40b8-93d5-0bdd1dbb4b43,The-Dream,,702488,6235923
702d3a87-5b30-41f4-b54b-92688ec424bb,The Last Goodnight,,233079,2289408
6f2f87e7-3ce9-4f1c-81dd-6f068a78cf26,The Microphones,,453616,14985372
16346cf4-4d2b-40ec-8393-0fc7296d92fe,The Sonics,,344851,4737830
04d421bb-210e-447a-9c47-7f25567898aa,The Spacemen,Japan,1698,7339
446ac261-09ae-43f4-a7e1-2c753c0813ce,Tim Maia,Brazil,223153,5320138
c39a1eeb-e646-43e9-b984-4ffdc92b0241,Tommy Flanagan,,135069,760961
3c8a8696-e176-4c46-a2d3-48b6b1525c7f,Toni Braxton,,918419,8933190
0b060152-621a-4b7f-9dc2-e2816be2f380,Trip Lee,,40802,611590
24ac23ce-93a2-4605-adb3-c59f1147a245,Visions of Atlantis,,161275,3176407
e4612ab8-6271-43ad-8f60-6d88eeee19db,Vox Dei,Argentina,20655,175360
9af01d07-8f6e-4651-bdcb-38efae021af7,Wednesday,,2930,21431
56ba013c-610e-4d9b-98ed-c2ccff977a9e,Whitechapel,,273293,12392125
0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc,Willie Clayton,,7657,49375
7e18fdb4-5c8a-4f17-bb5b-6578371227c7,Young Black Teenagers,,5586,40248
e26fa4b0-ea73-4a33-a745-44077a0d5a59,Zombie Nation,,321941,2275231
c3ee2b9c-d315-41c3-b55a-3c1c2b29addf,Acid House Kings,Sweden,195591,3515331
1d34d4c0-a7bc-4396-973f-46f5c6d3a7a8,Alana Davis,United States,32124,261808
3d4a7d66-d067-43e4-a277-f76d5aca137c,Alípio Martins,Brazil,7534,47604
623977a4-2525-4668-8966-f255dd19700e,Alison's Halo,United States,8950,212286
8351ba2d-2532-4787-b4be-532644ecfd0c,Almir Guineto,Brazil,22455,115224
54d0baf3-1511-4c91-8042-becf6573807e,Amitabh Bachchan,India,9588,43326
c5a0a216-c33c-42dc-92b8-4b60236f8dad,Andrea Bocelli,Italy; Spain,638501,9062077
80f0eccf-a8c4-4de7-bdab-1606777e223b,Animotion,United States,150506,703877
4e5f99db-d181-4317-9124-602b776f5306,Anthony Braxton,United States,51069,459560
1884beb9-9e38-414e-94f9-cece1e93dcfd,Antonio Flores,Spain,78864,479539
15b4aace-6126-402a-96f8-131a943ce20e,Baltimora,Ireland; Italy; Northern Ireland; United Kingdom,159765,782092
84ac395b-482b-48cb-b381-b9bc420b2dd3,Barão Vermelho,Brazil; Portugal,144495,3465377
e1a889b7-5e45-447f-baa0-b9c6cbc0d39f,Béla Fleck,United States,94791,1410366
d51c2d7f-921e-4f24-9fe7-92efc5189708,Belchior,Brazil; Portugal,87775,2670264
584a391e-d19a-4da8-8890-bc19f6824956,Benny Goodman Quartet,,27837,124252
d78420d3-3412-43ea-a1ca-f3a3d517bdfc,Billy Gilman,United States,35030,315849
87c5dedd-371d-4a53-9f7f-80522fb7f3cb,Björk,Iceland,2192935,113183032
97ebb1b4-1d9c-4303-bb60-074c993e2d53,Bobby Vee,United Kingdom; United States,220973,1213041
896eb000-f3b4-4b91-9ca9-96d2631d6199,Bob Lind,United States,24827,138931
6ca4886a-8f77-4133-b404-46fb3908e24a,Brenda Lee,Georgia; United States,675770,3829706
634fe78e-fc6b-4b2a-ba83-c8c66e13a8aa,Brian Wilson,United States,245356,4159485
f59f7cee-8f6a-4a6f-b23c-f3b5fdf6208f,Bridgit Mendler,China; United States,212783,3900045
70248960-cb53-4ea4-943a-edb18f7d336f,Bruce Springsteen,Jersey; United States,2166429,78820430
2ca5e483-ad70-4032-b60f-f55805804f29,Chris & Cosey,United Kingdom,44687,667313
6035000d-b53b-4b01-b5a0-a7572c34e806,Christian McBride,United States,103332,551071
45a9e80c-e2ad-44a8-be8e-73e95cc2cad4,COOLRUNNINGS,United States,34663,318216
df765d93-621c-437f-99fe-fda9e135f89a,Cornelius,Japan,301337,5313942
f6013b0b-6f84-4f66-a368-310077713c54,Dakota Moon,,3634,33634
4eeef72c-42d3-4c61-a4a2-3613a8c3b00b,Danger Danger,United States,156657,1933855
af8fd97c-db72-4e30-b2aa-30ebd0c4f1a0,Darkthrone,Norway,240715,15710781
150c1fdf-3fc1-4672-93fa-a1aca0a85a53,David Archuleta,United States,325294,7458992
ef09ce4b-184b-43e2-b4a6-2ed712872bd8,David Geddes,United States,5829,25712
f57585d3-5356-4e8d-85cc-5f2a14a0cba2,David Hudson,Australia,13276,123685
00ce2ec6-5ccb-4dc3-ac89-08779926d2b3,David Sanborn,United States,148900,1344272
b6061943-f8a3-442b-9900-6dc733994272,Deepfield,United States,90026,776159
ca4ba6af-cb9b-4877-8242-179063db6be4,Discovery,United States,381901,5085476
19ef4a75-f072-4a1b-b687-ed516ee52e87,Doris Troy,Germany; United States,61081,264292
2f3b063d-f1b5-48a1-9f24-7231b2bcdecd,Francesco De Masi,Italy,12284,119452
9e42300c-959a-4f73-89cd-8003b71eb85a,Frank Bridge,United Kingdom,10519,52684
3b39abeb-0064-4eed-9ddd-ee47a45c54cb,Ghostface Killah,United States,627804,15161570
e9a4b76a-cf82-46f5-a166-e93473624189,Gilbert Bécaud,France; Russia,105301,744721
2dff1040-3fdf-4d4b-918e-326711467720,Giuffria,United States,9589,99779
b1c124b3-cf60-41a6-8699-92728c8a3fe0,Grace Jones,Jamaica; United States,448293,5566954
cbc83fb1-2c23-4ad1-9187-594b30da3f21,Gram Parsons,Georgia; United States,192487,2440934
8488e884-f8b9-4c31-a6ec-a92be00d450f,Grandpa Jones,United States,15725,94551
75210e6c-96d1-445e-ac95-6fa06c09e9d5,Harakiri for the Sky,Austria,38592,1124918
1f6fdb90-95a2-419e-9994-b406d562caac,Head East,United States,50339,262396
0f4681f3-1d4d-4463-8a68-eaa60d6d6865,Helen Reddy,Australia; United States,109493,581621
3b0f2300-1f53-4cc1-acbc-0e9a78871661,Helstar,United States,29944,651135
46b6c6e1-81ca-4fa8-b264-8f0fe49dff1a,Henry Thomas,United States,34680,184259
bfaf9b70-d1fd-4d3e-b730-3e67e6f8f9bb,Hilary Duff,United States,958858,20258196
3af5bf95-b4ea-4b21-b40d-2b9bdab1c2f0,Hoku,United States,52906,327772
17c3cfb3-0f55-4734-b9c8-1ee5683cca19,Ian Matthews,United Kingdom,16719,119998
c278de2c-9696-4fdf-a919-0781cd945e2c,Igor Stravinsky,Russia,412364,4861364
29266b3d-b5ae-4d09-b721-326246adf68f,In This Moment,United States,338679,14651894
56806de5-eeed-4081-9475-d585dc049081,Iron Savior,Germany,110579,2696727
4d3279bc-b3de-45da-aa2c-2274ef08c6dd,Jay & The Americans,United States,122275,668248
625482ce-0dc0-4516-9169-95ec98400fdf,Jeff Carson,United States,7433,55955
e5fbd7a7-eaaa-49fa-8512-ac2d1b416011,John D. Loudermilk,United States,7391,40126
4c1c21bc-56d9-4bed-8b58-360b08e76ffa,Johnnie Taylor,United States,158029,835810
d3ff07cf-31e4-4b6b-b487-2c9fbfbad39c,Joni Haastrup,Nigeria; Poland,15333,53215
bea235a0-db63-44b1-881e-264d25791f5a,Juelz Santana,United States,665138,4104008
c45d161f-83ce-4464-ba41-44202e6916d9,Juicy J,United States,526470,6897299
4cf53152-5ab5-42ca-ac0d-dfcf8bc48f46,Karat,Germany,48598,431830
4b585938-f271-45e2-b19a-91c634b5e396,Kate Bush,United Kingdom,1160104,40349519
9913fdad-4b37-401c-bb75-b15f4da3db7f,Kath Bloom,France; United States,30958,373984
061c4920-3ea6-4835-98f6-02f3b82f5e3a,Keith Jarrett,United States,395484,6516360
7a3e7518-f6af-4c26-9292-0ebda33486e4,Kevin Braheny,United States,6980,50912
7e08b1ef-cc96-4b9c-a175-e64aa022bc1d,Kirko Bangz,United States,129475,860418
7bc96ddc-ff9e-48a5-aff2-78ac8f48a63d,Koudlam,France,28762,301873
70a65cf5-9dee-4132-8e0e-143dcf3b8dcb,Laura Lee,United States,41637,171993
c1139317-02cf-4310-8722-93a095f5b1fa,Leandro & Leonardo,Brazil; Portugal; United States,36503,374450
b556bdfa-e55f-4891-a9cd-ba40010634e8,Les Baxter,United States,148310,1528637
8d7e3ee7-f391-43a5-84ae-3b830d4eba81,Lonnie Mack,United States,35042,185022
9236b0df-e3cb-4b5f-a582-5e8948e31caa,Love Sculpture,United Kingdom,22953,105033
a3ca7670-cd35-4feb-b062-fc3dd7e06792,Ludwig Hirsch,Austria; Germany,25566,264519
29422aad-e8f2-48e7-b870-8b81331a42cd,Marilyn Martin,United States,6894,36285
50b0c97c-a424-4a9c-9413-d824763cd6ac,McEnroe,Canada; Italy; Spain,21089,553343
a1684a49-feaa-4150-b758-d9412fc59f12,Mike Oldfield,United Kingdom,821843,21454298
59505426-4b66-467f-bcd5-ce0b0f3ef4d8,Mississippi Mass Choir,United States,19023,128252
915f84de-eac2-4e78-99ad-9ab6e2c50af6,Mongo Santamaria,Cuba,139816,713279
1cfe52d7-181a-4b3a-8041-d8bf9ccef57b,Mystikal,United States,256819,1307005
21e08280-f2fe-4abf-93f9-a71a673ada9e,Napoleon XIV,United Kingdom; United States,24996,156453
a8971728-0985-4b30-a209-142784e7c3b8,Necros,France; United States,22179,339568
5c70dd66-e717-4ce3-8940-9a530f492383,Nelson Ned,Brazil; Spain,17400,90817
3ac6c9fb-8890-484b-8ddf-28a7d323df70,Night,Canada; Czech Republic; France; Honduras; Lithuania; Nepal; Sweden,6738,76943
bbd0c071-d9c4-465f-bb6c-0be9d7844d5d,Oswaldo Montenegro,Brazil; Montenegro,49759,911274
