mbid,artist_lastfm,country_lastfm,listeners_lastfm,scrobbles_lastfm
e618770f-e994-41c3-856f-1eedf56b6d74,The Ting Tings,United Kingdom,1460929,26048103
8acd46ce-3c10-402e-9ede-676b31c837cb,The Waitresses,,216903,827048
344c7977-1c4b-4010-a0f7-27d9506301ec,Total Science,,127047,844970
e22d16ad-cb54-42f1-b67d-e5a15135c106,Twila Paris,,44801,352791
df36f6db-5987-46ed-9d02-0cf36ed4e060,Vance Joy,Australia,768178,13332187
67c3274d-2860-4195-9542-f592249d1ae4,Wade Flemons,,2744,9922
6fcbb430-0dc4-4d72-a9e8-02a2c5400a74,Walter Piston,United States,2631,13236
9e031ad0-8f7f-44ab-905e-6ed093eca2e3,Walter Wanderley,Brazil,131105,893454
970fb29f-e288-403e-a388-d2a7889bfa47,Warren Zevon,,419868,6644365
c764f48c-8ed7-46aa-8d1e-b1df6ec0f2ef,Zomboy,,304496,3345288
e3cd1a30-7c61-49b0-bbdd-39425200334b,Adam Faith,United Kingdom,106696,395985
40051770-9f53-485a-b794-0a1d56c42e7d,Agent Steel,United States,42239,955406
ef32e381-8413-40a0-b7ad-1ca7bf514ee8,Alcatrazz,United States,68122,741353
4f8b7186-b2a2-40db-97ae-6e1cd46d57b1,All That Remains,United States,814234,30094829
90beafae-f155-464a-87ab-6bd2d67e3c10,American Symphony Orchestra,,5030,23143
c2a736b7-8ed5-4c68-b2cb-0a55fd8151de,Anorexia Nervosa,France,78525,2182641
eebe5b75-9049-45b3-8fdf-a1defa0b34a8,Árbol,Argentina,18063,186534
4539050e-e355-4c39-bdfa-e74cb67ce365,Axwell,Sweden,453212,2847296
fd1a2d9d-9bb6-44de-83a3-41560658aba9,Bill Withers,United States,1220947,13406368
3792dcb3-036e-45d6-8ee2-ff8d12c6c6c9,Billy Squier,United States,319301,2087152
f400aa79-e028-4d15-9554-69fce01091fd,Blessid Union Of Souls,United States,190509,1295479
69158f97-4c07-4c4e-baf8-4e4ab1ed666e,Boards of Canada,Canada; Scotland; United Kingdom,1317982,95334971
854a1807-025b-42a8-ba8c-2a39717f1d25,Breaking Benjamin,United States,1984187,75582556
0ee7e64d-90ca-406b-b59a-3e551c556dbe,Camper Van Beethoven,United States,166631,2174034
66e2a444-5303-4cdf-b20f-d377ecf465ed,Carla Thomas,United States,204035,1023016
e659c09d-8ec1-43d8-ab3f-72630b926157,Cathedral,United Kingdom,118964,3014669
b8ba5bba-7c62-4a75-94ae-4f7837847bb1,Catherine Christer Hennix,Sweden,2017,7140
bfcc6d75-a6a5-4bc6-8282-47aec8531818,Cher,United States,1109712,15975025
66ef6e99-6469-4dc1-aee1-e5a8835ca146,"Chunk! No, Captain Chunk!",France,170028,4675200
d92e5e90-2266-4835-bccc-e94c7790e1b4,Claudine Longet,France,56928,430473
76a9fb32-e4bd-462f-926b-8b0b130ca2e5,Clay Davidson,,4505,33696
d7381ee3-d8ac-4622-ae9a-7e659143eacb,Cynic,United States,179797,8758664
9d66f2f6-380b-450c-8ab8-931e75bf1976,Danakil,France,26832,493724
5b24fbab-c58f-4c37-a59d-ab232e2d98c4,Danny Elfman,United States,844994,19044534
31a4c5ca-1899-4a44-a4b1-31e1921ddf17,Daryl Hall,United States,113315,713480
bc7b0772-d734-4f03-b06c-3c62e164ec58,David Lindup,,11375,59571
282ca70f-fe7b-4e43-84ab-1f52007947d5,Desiderii Marginis,Sweden,56994,1986877
1b149d4f-7654-42bc-8af8-3669aa9bcf21,Doc Severinsen,,10982,58687
870ab832-904b-4b49-ab72-7e6b0e0da65f,Don Gibson,Chad; United States,79172,492647
c0b33447-18d5-4d50-93c1-a9aa7463bd48,Dorothy Ashby,United States,113672,1086737
e5a30e1e-b85f-4f56-8be4-c892125fcf45,Dorothy Moore,United States,31364,135513
369cbaed-5209-4990-83c9-f8233d6c248b,Enuff Z'Nuff,Brazil; Sweden; United States,64296,636393
43b58c98-3779-4b04-9a23-1c95cca3a145,Erasure,United Kingdom,807776,12023330
2eb6240d-f5e7-4ba4-8003-2c5b2d651dfb,Eric Bibb,United States,80702,948735
5e2bec57-6c38-46ca-9086-0fbe5d7204e6,Falo,United States,3426,10977
20ce2a6f-ccf7-4d80-a944-98b40a46f56a,Farscape,Brazil; United States,2739,70119
a6a4c910-2b22-4a6f-aebe-805b176c47b8,Fat Joe,United States,732752,4979717
5765ddf7-bcd8-4b5a-88b6-e46f5b202214,Frau Doktor,Germany,28041,317371
593e8cc4-fa1d-484c-9a18-76c33fe7d6fe,Gigatrón,Spain,3046,65234
03424c93-e5f9-438a-ab9f-2e71440e2b26,Gina G,Australia; Russia; Sweden; United Kingdom,89728,433419
7b353d3c-2bd9-40e3-a21d-b7da3f941339,Glenn Miller,United States,564131,5953350
291eb640-aa58-45e9-a8cb-069d58644b2b,Gord Downie,Canada,9367,103338
18dc6bd7-9caa-4c2d-a2fc-e9546ebda6a4,Half Japanese,United States,84368,1387382
3aaceb91-c95d-4c5e-9539-086c5cef2b8d,Harpers Bizarre,United States,46418,305241
3b4ce4be-55a1-44bb-abdc-bcc504f30ca1,Henry Kaiser,United States,6909,48595
9cd0c8c6-e9c6-4bde-ae04-f4dbebb3b481,Henson Cargill,,5289,21968
03e39569-c546-4512-8c6d-f8a8283ec3d1,Honeymoon Suite,Canada,44383,337350
c373c7f0-fddf-4c04-a327-19dd83590753,Immolation,United States,95005,4904531
7e54e412-bb31-481c-9a5b-cd5ba7199f46,Jason Michael Carroll,United States,197454,1124468
c2ea3d86-dbcf-4604-b15f-56b99cff95ee,Jayanthi Kumaresh,India,327,2842
40316898-fbcf-477e-b019-ccbafd710f46,JC Chasez,Australia; Sweden; United States,84817,631102
519e9293-89ad-4413-af85-f00d4816bd46,Jean-Yves Thibaudet,France,99044,1738934
06ed4e1e-4416-4a7c-b14b-bc68dfd252aa,Jimmie Davis,United States,11100,39745
a6967e0c-8623-4d40-8070-65ee057ac21a,Joe Jones,United States,12611,42743
775f55c0-1ea8-43fd-a5d0-0817a5085575,John Stewart,,32738,170469
78a4c050-c724-45a6-b98a-d05ae56c63e3,Jordan Pruitt,Georgia; Jordan; United States,98605,597090
e004a126-7167-48f9-aeec-1e0cd75749f4,Kathy Troccoli,United States,20449,139983
f64ac507-3082-493c-b0d0-c3e888109162,Kokomo,Germany,24557,388129
b23aba18-7411-4f81-8f4c-2944f544fb74,Lonnie Brooks,United States,47748,240426
efe3d002-46b7-4c66-a090-975b9cbb1947,Loquillo Y Los Trogloditas,Spain,48312,498439
046a1f9b-1eeb-41ef-bc08-f813f5520760,Luis Enrique,Colombia; Mexico; Nicaragua; Puerto Rico; Spain; United States,92296,636573
256469d9-88b9-4083-91b6-f3e341b27c96,Marshall Law,United Kingdom,4527,50291
38a35139-7ef9-44e1-a565-e1018b4a7635,Mass Hysteria,Belgium; France; Poland,29962,674219
324b9329-7be6-491f-9ee1-65bfa10c7577,Mercedes Sosa,Argentina; Chile; Spain; United States,144708,2093944
fa927f59-d443-418a-b741-e557208aaf09,Mew,Denmark,685894,31495941
2bc078c7-bf5c-4d01-b255-6588f82f2ccf,Michael Schenker,Germany; United Kingdom,33075,474251
3c3f2d7e-95aa-4e3f-b431-0d9c3fb572cb,Michel Berger,France,29289,408008
7e9bd05a-117f-4cce-87bc-e011527a8b18,Miley Cyrus,United States,2024192,64095313
bd7bf305-8de7-4290-a68e-25a53af46028,Missing Andy,United Kingdom,5273,77442
01b64e1d-1e61-4482-b34a-cdb6d2a47f8d,Nappy Roots,Poland; United States,167999,1425249
e7cccf8f-406d-485a-b010-9614e5c3f3e8,Necrocurse,Sweden,1284,19135
2dd3f1d4-33da-4bca-b20a-eec0f9ffabdb,Nelson Gonçalves,Brazil,22723,240541
ea3baabe-3bd8-446a-a696-f38e43d34995,Nick Gilder,Canada; United Kingdom,44375,198933
2e8ac3ed-2a89-4377-ba80-790106aba554,Obituary,United States,201337,8359021
1584532a-62ed-4cbe-ad95-6def0af7df35,Pale Saints,United Kingdom,109170,2000699
f2054773-70d6-47fe-923b-62585ba97fee,Palito Ortega,Argentina; Spain,19425,97653
0cbe7359-9b58-467c-8da8-48ec09e2a5a1,Pantokrator,Sweden,5417,86264
c5eb9407-caeb-4303-b383-6929aa94021c,Papa Roach,United States,2469808,78770487
8048b7be-cda8-4e5a-bc4b-57267fc05be1,Paul Dukas,France,48791,159180
f9db232d-6513-43b7-b6cd-1d73bcd65a58,Petey Pablo,United States,303653,1799402
c12d8aaa-219b-4f1f-8469-97f7ad7cb39e,Positive K,United States,61062,238853
afc262bc-3af2-476e-8ac4-1c505c52bffa,Preston Epps,United States,11028,36561
592a91ea-aa85-452a-8d10-e538c315765a,Quarteto Em Cy,Brazil; Poland,85267,495587
40627299-0979-45ba-8924-2af5fdc36ea8,Ricardo Arjona,Guatemala; Spain,248154,4520767
b2ff1a6d-9198-4646-b068-8965242d245b,Rites of Spring,United States,126953,2341489
210bf857-3387-4a7e-9301-7eb9c66800d6,Roger Hodgson,United Kingdom,62440,524791
948137e5-783e-4386-bd7c-a56c2666d1e2,Ruth Brown,United States,164848,834067
ffdb2b8f-ecbf-427a-abc7-c47f4ebc8ae3,Samantha Fox,United Kingdom,201045,1216644
c3cceeed-3332-4cf0-8c4c-bbde425147b6,Scorpions,Germany,1652144,51032860
166c939c-a97e-44b9-b405-23d49a72df4e,SHeDAISY,United States,117235,860913
9184d704-caed-42e5-95ed-bdc48f7e1266,S.O.A.P.,Canada; Denmark; Japan,34484,210856
dff718ca-db66-4ce5-98b3-9585935b3dd1,Solomun,Germany,135023,1054167
2ce06d80-6b94-4e8d-853b-0a308c83ee5b,Sonne Hagal,Germany,31767,867426
b10db9ad-b4c3-47f3-a7a4-37864b134f65,Soul Asylum,United States,587525,4359472
d325f5ea-dab8-4545-b186-5914f36d88c8,Starcastle,United States,12229,106388
1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,Stevie Wonder,United States,2151195,40746287
f6e61750-a6b7-4d88-979b-052345cd0e4a,Sturgill Simpson,United States,113916,2190415
c37412cd-f0cc-4507-8825-48f95aef3624,Suicide Commando,Belgium,151102,6303370
94ce10fd-a85f-466d-80ba-552faba67ad3,Tatyana Ali,United States,20253,94983
d66bd754-3a95-406c-ab63-2f7e1c7a8641,The Blenders,,11488,64007
092b603f-eb4c-4958-b10e-02420de5885b,The Cars,,929476,11165600
bbaa7a18-98ff-4540-9973-8f8340a83d3b,The Champs,,199018,810881
50e8fa7b-e7aa-4599-8fec-0987527a87d5,The Dillards,,29321,250410
2ffb454d-5e0f-4e9f-bc3f-17d40830697c,The Floaters,,34361,119871
c09d06fc-9867-4516-b382-d37c83f52ab3,The Lettermen,,43728,256252
02390d49-c321-479b-b6f4-cd76f32fb887,The Manhattan Transfer,,167494,1280520
2f05bc67-6acd-42b3-8b42-7ad6a6507772,The Merry-Go-Round,,10094,58235
774666d2-2064-4d6c-856c-f8cda0aaf9f0,The Moody Blues,,768341,10083951
b9d6fbe8-2e33-4bb0-8900-7667d2832956,The Northern Pikes,Canada,11667,102059
25cb36c7-a4a3-4a88-864f-76876737e488,The Parliaments,,4751,46270
71668e88-208d-410f-ac5f-7a54ebee26cf,The Real Thing,,92893,401418
393e5448-896f-43e9-b80b-4ee58e1e71a4,The Ronettes,,709507,5053988
a692b7dc-0420-4d00-8b31-1d3773d44116,Timbaland & Magoo,,137552,931950
7e5cfc9a-e9e1-46f1-b81a-861b12049488,Tim McGraw,,750698,10148739
c8cfdb67-55c7-4ff1-930d-fe8e693f42e3,Toby Beau,,2476,11420
de7a3306-5466-4223-affc-f23ac39d4710,Top Cat,,36776,223478
b1c00b61-2673-458f-bba3-7470712a3b94,Toxic Holocaust,,96305,3954054
cf480e68-41ce-47df-8b86-4aa5b9b56bd7,Tuomas Rantanen,,773,5095
f45cbc18-1561-4b76-9850-535e871cdd49,Valentín Elizalde,Mexico,11625,139429
f19d3d49-be22-4ca6-9903-64d86984fbf2,Village People,,435990,2420767
59eda569-b380-4958-b98c-051d1667b3e1,Waka Flocka Flame,,863458,8013936
d019a8cc-060f-4491-83d6-76e1211a1a08,William Walton,United Kingdom,41851,179623
d3f9352c-18e2-47a0-802c-13d821490e42,Wynton Kelly,,101758,601390
ddd553d4-977e-416c-8f57-e4b72c0fc746,X,,260599,4497624
759abafc-c4eb-4018-8554-f29a9d842779,Yellow Claw,,277554,3381842
65960c62-c02f-441f-8a34-5c15486c5252,Zé Keti,Brazil,11639,70613
7364dea6-ca9a-48e3-be01-b44ad0d19897,a-ha,Norway,1595929,27460709
6b69e1fa-0dd9-4be0-a5f0-dfb46f379c8d,Alisha Chinai,India,8706,40709
47b44a5b-237a-42e0-aaf6-c1f9116716ba,Andy Griggs,United States,44897,315660
84b0af1a-8f10-433f-a1ed-948e71712b16,Anya Marina,United States,289164,3103845
85545102-7c29-4707-aea2-30ff55018df9,Artie Shaw,United States,213804,1513359
d67ff511-57b8-4d02-94d3-6c6a331c2ae4,Avail,United States,90544,1632472
83c7715b-3cbf-4d6e-9980-a38367cd6889,Berto Pisano,Italy,5730,39910
227f90fd-34f9-4e5a-ab0a-f7c079486ac0,Black Book Lodge,Denmark,4689,49873
367498bf-4cb2-4627-987d-f27b2e9d178f,Blue Magic,United States,62584,335926
45d17b84-de97-4027-ad7c-4650c8cbf1da,Blue Magic,United States,62584,335926
15b1dbc3-f113-44d5-88b0-7a258ae57dca,Bonga,Angola; Brazil,55981,452288
8df2629f-8ae9-4687-9207-4cf3c22cc763,Borknagar,Norway,145686,5576231
28438dd9-6244-4627-aa42-f9749c4fde08,Bubba Sparxxx,Georgia; United States,247200,2040166
c71b4f57-29da-4bf2-bccb-9dc81cd2d905,Charley Patton,United States,125648,1051393
4461d433-262e-4a43-a73d-24c4eb19a249,Chi Coltrane,United States,10722,64824
c0d36141-2cb7-472a-8f4f-985b98a203b4,Chris Barber,United Kingdom,23796,167980
2df823c6-a100-489b-b670-59ebbfb4e0e3,Cólera,Brazil; United States,18827,730288
9ffa627f-32c2-4cb1-bfad-00cf348abc70,Cro-Mags,United States,104699,3244749
2caf1462-9be7-4603-8090-3c511e846fa5,Daniel Balavoine,France,83066,889507
8925a01a-8608-411d-a90b-f3a52d061208,Danzig,United States,647698,15005222
2bee95a7-1c0e-4b3c-99a5-4857d9d776dd,Dayglow,,9238,61180
0bd96fa4-9835-49b0-a1f2-7421e6a79dfa,Deicide,United States,234585,10124654
c8dd5b47-a9c7-4dc8-be8f-ec089a622599,Despised Icon,Canada,189417,7813420
519dd32e-8f30-4380-8826-7aa99169e1bb,Dmitri Shostakovich,Russia,489443,4750077
f785e8cd-648a-472b-8f22-a375e68ea8ed,Donnie Iris,United States,36676,203162
4a5777b3-f55b-437c-8b23-d9ee7791c7fc,Eagle-Eye Cherry,Sweden,858330,6760219
610a62e8-541b-42e4-a3fe-8dd595be93a8,Edgar Froese,Germany,51542,425210
c1344d27-2eaf-43e0-a769-9e5285c58866,Elder Island,United Kingdom,79315,703351
0336e885-1b2b-4f3c-9886-e4921a34b615,Enrico Rava,Italy,36580,289447
0549bca5-c2fe-419c-842f-942a9a88bd1f,Ethnic Heritage Ensemble,United States,1772,11447
4a5d70ad-89c8-47a1-afb2-4cc26471e113,Fantasia,Finland; France; United States,345636,2646195
ae79ff82-e327-4230-9b29-880d92634365,Fragma,Germany,374465,3096874
385966f0-b912-4755-bad6-4780ebf3f4cd,France Gall,France,266698,4032156
96cb2b94-af98-4510-a9f1-411677c2e91c,Fred Hughes,,7686,29529
590fcad4-2ba4-43bc-a22f-a4bb9b496fe8,Fritz Kreisler,Austria; United States,56838,269285
d01185da-21e0-4d86-a53a-3aa87d85b89e,Ganz Schön Feist,Germany,30102,377958
d72c9ab4-0b73-44e3-8601-c4da02a43b25,Gene Loves Jezebel,United Kingdom,95954,938939
90c70b5d-2966-46a9-81a9-eeae67a9d411,Gerardo,Ecuador; Spain; United States,17476,61067
cf6b70f6-2616-481c-912c-0263cabfc974,Gilberto Gil,Brazil; Portugal,341696,5567776
f7ec5e27-6709-416b-8992-ae7ecc180739,Grim Reaper,United Kingdom,59137,913453
f4d4b515-0b74-423f-a161-db184330c37c,Gym Class Heroes,United States,1221125,22321053
5b9d784c-33eb-4a78-a976-c97b672370fa,Hammock,United States,509794,16790511
20aee940-3b65-4d04-8768-9a5918db2973,Hot Chelle Rae,United States,307090,3780479
48cbefc4-c8d5-4249-b170-d251361fd903,Ìxtahuele,Sweden,774,9463
ebee61b4-bbdd-4087-9bcb-d5aa099088ec,James Blunt,United Kingdom,2039872,42415012
523e2fb9-6b4d-42eb-bc77-944ff2d49645,Jim Cullum Jazz Band,,1780,8851
094cadf1-7233-4d49-9b4d-7a90a022e2af,Jimmy Holiday,,5028,20970
961498e7-b097-4341-891d-781235a8aebd,Johnny Clegg,South Africa,18908,188421
3c785e5f-dc24-4a23-ab72-7c2931583ab2,Kadri Gopalnath,India,6095,21176
c275a578-c6dc-4975-8e6a-77f455ec59f5,Knut Nystedt,Norway,1371,7171
4d591f86-cb45-4cc1-b04b-88d11bea2744,Lifelover,Sweden,86459,9259754
ef8694eb-09d9-4695-8eee-1c2717564a37,Lili Boulanger,France; Russia,6648,33589
778b34b7-736f-45d1-9486-2c9545ea6daa,Lone Justice,United States,17265,155405
7af12f3f-1263-40b5-9a74-14d6a5745ae5,Mastic Scum,Austria,4191,78087
390e7751-5fe8-493c-aaae-f4e785ed7a83,Meniscus,Australia,30570,395973
eb8b0a8a-dc7d-480c-b83a-70a069150d05,Meryl Streep,Jersey; United States,142642,1334357
f980c683-e9fb-4813-84d5-283c72af43fb,Metalium,Germany; Turkey,67997,841374
df616327-1d91-4518-93dd-b9841e84fb05,Miguel Cantilo,Spain,1175,8268
faaf1297-2dd0-447d-b562-006876a5f803,Mijares,Japan; Mexico; Spain,55952,468100
d75d1f08-bbb8-4eae-9877-399ca9121197,Mobb Deep,United States,873932,14308330
9c2f1f4c-8e54-4ba8-8904-9c1edb33c739,Mocedades,Spain,56931,418799
c5e98895-2ef3-4850-972e-03f6dbe9ff1c,Morton Subotnick,United States,16711,69570
bd1180c4-4252-461f-94dc-543906c02522,Mr. Big,United States,547825,8983825
a506f761-2c22-4b2f-8a94-bd748c2c8f75,Neutral Milk Hotel,United States,1275226,52428821
4600dfef-0e92-4f0d-a006-a43f879b899f,Nocturnal Depression,France,36047,1199994
a2c7987d-1461-4829-8f1b-0424058e17e1,Noyz Narcos,Italy,8182,479057
df679f1d-2bab-442b-bc67-02a44f9b2adf,Oliver Heldens,Netherlands,234203,2092863
7bc8dd01-35ea-4b18-a64d-3a364dc76a52,Paco de Lucía,Spain,336378,4114720
7e3b1e89-9dc4-44ff-bb47-21be91a3dd72,Partners In Kryme,United States,6853,26642
a57e5515-555a-42d6-a92a-465deac3fdd1,Polvo,United States,114425,2570726
14ecd19f-7121-4192-8549-e5056241a42f,Pusha T,United States,583079,11765422
5cbd9528-7193-4af0-bbb8-50ad60b85270,Qkumba Zoo,South Africa,2995,40683
f1560407-8826-4ec9-b78f-e0c3fa3ea4f5,Quantic,United Kingdom,613840,9559755
4a1f7fe0-e509-4c4a-9fa1-9cf6c3ca891c,Rahsaan Roland Kirk,United States,128778,1216391
f089f636-6b85-4e0e-a192-0d30ed2b44d1,Ramin Djawadi,Germany; Iran,447348,20889712
7cbdfc61-30a9-4f17-b2fc-dcae3757adba,Randy Edelman,United States,119229,1217534
94d586ae-8177-4057-9d74-3d21b5eb1598,Rantanplan,Germany,69356,1418228
9b0636eb-1275-4370-94cc-6ac85d9fb5e8,Ronnie Dunn,United States,70194,352303
10df6b2d-e016-4a51-a97c-f9f8814cabef,Russ Barenberg,,4149,20220
3ced20e7-de6a-4634-9d0a-616599fe2a04,Sandra McCracken,United States,30632,349872
31448e1e-baa0-4792-a6cd-c45b82ebb51f,Saving Jane,France; United States,70184,692604
84db3721-9824-4010-a396-504177e154a8,Sea Level,,6238,44932
6d647939-c699-49db-9a23-e44701e112be,Shawn Christopher,United States,19380,61776
35f05eff-f774-42d0-9c44-76cc9a96f3f5,Sing Sing,Hungary; United Kingdom,5478,42182
a66fa932-974e-46b8-aeb2-3663043429c7,Sortilège,Finland; France,6159,220349
6cf988f0-a5e9-426c-9494-cd262f53d877,Spys,,994,8336
e01c3376-15fa-40d7-b747-5f219bdefdd7,Steely Dan,United States,758340,18404158
3ee6b1e9-5844-4029-be18-cd7e34e9e969,Stephanie Mills,United States,151027,848201
7944ed53-2a58-4035-9b93-140a71e41c34,Sting,United Kingdom,1788780,37507477
770d490e-c89b-4775-8508-aca7c75142cd,Svinkels,France,29427,674844
82aa7502-3849-4f5a-8603-c6b02b9b502f,Syd Dale,,18427,149278
91f603ca-b126-42a2-9c29-820ca687347c,Terence Trent D'Arby,,359573,2238121
5e5529e5-4296-4662-b91b-f49c0fa59a80,The Critters,,6265,40374
968bf044-8703-459d-a349-17d15af2ac74,The Hope Conspiracy,,58608,1643326
fa636a1b-abe2-4c16-8d76-a29bf6c7110d,The Illusion,,1950,9320
8092b8b7-235e-4844-9f72-95a9d5a73dbf,The KLF,,266299,3218616
23a03e33-a603-404e-bcbf-2c00159d7067,The Offspring,,2900065,123898492
40f01927-7567-48ce-a517-3fa1ede59abf,The Piltdown Men,,3894,14057
69760e0b-a28c-43f5-bb62-3811e3934bef,The Pirouettes,France,22858,279606
a21b4b48-b7f2-4468-8f99-0c29ad087e76,The Rebel Pebbles,,482,1725
26aa49af-0b04-43d7-a611-d3e59f9f3835,The Regents,,31500,105641
a8540ea0-1a74-4c22-8b70-1348a77a74a0,The Shirelles,,372496,2329476
6b49bc68-353e-44a3-ba64-3ba4d30b1beb,Ton Steine Scherben,Germany,75368,1762439
3e7321b9-095c-4689-a086-eb75fa750157,To Rococo Rot,Germany,88580,986897
08ec2982-7c3f-4b96-840e-181685c7ce65,Uncurbed,,4234,165224
248024d7-41ae-48d9-8484-16ee21a140f4,U. Srinivas,India,16190,82529
86074988-4a29-46f5-936e-1437ad71c04c,Valesca Popozuda,Brazil,52672,743037
9e53f84d-ef44-4c16-9677-5fd4d78cbd7d,Wilco,,1316975,60296655
0d74dcc7-5684-4695-830f-a9846aad8ba9,Wynton Marsalis,,296509,2513456
382f1005-e9ab-4684-afd4-0bdae4ee37f2,2Pac,United States,2190778,56493035
cb67438a-7f50-4f2b-a6f1-2bb2729fd538,Air,France,2155461,88645731
51bde19b-feed-4e6c-99e7-84327defabe2,Alcione,Brazil; Portugal,86529,824408
10876f5a-9ac7-49c7-a2b6-46a3f1ac3523,Andrew Gold,United States,102972,576662
6769bc45-2441-4bb2-8ca4-3b787c0e70ba,Ary Lobo,Brazil,3319,14961
afe0acea-f6be-418a-b1dd-3ef0e06c3672,Babatunde Olatunji,Nigeria,29008,169767
64947ce4-79b3-4de4-a664-140b4e934628,Barren Cross,United States,8528,109178
b264a4bc-cf71-4206-9c6c-b5003b2f61be,Benighted,France,60464,2802971
3e3fbd8f-20b8-4f00-a1b2-8c14c9dd14f9,Bernard Parmegiani,France,21131,259877
21d177ba-3d51-461e-9b3f-ad9a80b419dc,Big Star,United States,432778,8481272
631e2d6a-16ac-4c49-89ac-987dc81e60e9,Bill Conti,United States,190348,1746921
38c5cdab-5d6d-43d1-85b0-dac41bde186e,Blind Melon,United States,944524,12283587
2b8c21b8-6eec-43c5-b6e5-a81cd1bcdf32,Blue Haze,Germany; Poland; United Kingdom,5517,25129
05ae3db6-4d20-4ea2-97a6-024d3f0e56c8,Bobby Rydell,United States,73261,364157
7dba6614-d0bd-4950-8b7b-841b31c413c2,Candlemass,Sweden,184295,7009136
8ccc0fbe-79f5-4b6f-b278-65ab879f906f,Celi Bee & The Buzzy Bunch,,2274,7215
1c1de177-984d-4208-9177-ca94f8776a39,Charley Pride,United States,125863,910426
38d363c7-fdcb-4308-9474-a0d14ab8d9b7,Christina Perri,United States,897164,12981717
6eedcf4f-2238-4561-9201-0563c1bcb35a,Coo Coo Cal,,6790,33016
2f254220-3fcc-4606-9b01-9d67413922ae,Courtney Pine,United Kingdom,48426,356970
3cf02d78-2f60-4e82-8252-ec080941a00f,Deep Dive Corp.,Germany,63921,547762
a796b92e-c137-4895-9c89-10f900617a4f,Destiny's Child,United States,1803685,21924929
ddac1a2e-3fb5-4af6-adf0-f6008c7ddfb5,Easy Mo Bee,,2210,15370
57caa57e-e029-429e-a85a-67afae12d453,Eight Seconds,Canada,2821,18719
ac7e838c-3d95-47c2-92a9-81767ad7c217,Empire of the Sun,Australia,1310646,29885144
5afa8cdc-6cd5-426a-a265-7e0b5c5c5bb1,Eptic,Belgium,75293,587447
1e0de31c-4957-4649-9aa3-7b0f1d9d2c84,Étienne Daho,France,119083,1426416
7df5de77-f197-4326-805e-2b2a128feb25,Fafá de Belém,Brazil,23325,200876
2d87db27-099d-45db-bd7c-ec95146e42c3,Fejd,Sweden,61880,1165816
3199d132-4ba1-4dc4-bef6-f024d0e2443b,Foxy,Norway; United States,33565,116865
45dc5f07-6609-4760-a933-8c9e0f858d05,French Montana,France; Morocco; United Kingdom; United States,616457,6573919
d47c5ac6-f45c-4982-ae23-0d72fe35a503,Funker Vogt,Germany,134157,4343040
406160eb-24ad-4880-83e0-5f48f077004b,Gato Barbieri,Argentina,68866,540893
ccb8f30e-4d71-40c4-8b1d-846dafe73e2c,George Michael,United Kingdom,1491409,21432345
caf1cb4b-5bd0-4b4c-aecf-53de52cd18d1,Georgia Anne Muldrow,Georgia; United States,100965,1023068
11714cac-2329-4983-9627-c83b0d5475b4,Giacinto Scelsi,Italy,41766,493867
ade9b668-e38f-41a8-a6e5-51442c5d6468,Goodie Mob,Georgia; United States,169553,1456493
920e1203-0c83-4c57-b675-afa7830a6604,Hands Up Squad,,9629,46027
ab8857ca-4f6f-49e6-8f13-4145bcab8693,Hellfish,France; United Kingdom; United States,19508,207631
c10f2fe4-2c97-4678-b231-65e303c0eb05,Hugh Mundell,Jamaica,67559,508861
09a67d90-b221-4d15-9bcf-707218108690,Ian Hunter,United Kingdom,61685,486106
a4b3fb24-a04e-4249-9fa5-5a198ca9d73c,Jackie Mittoo,Jamaica; Netherlands,107176,1104110
7e4160bf-112f-496d-8011-1191e78d0c67,James Cleveland,,3665,22097
7ccdfc16-1b38-4368-b286-13e0c8b0bd0e,Jana Kramer,United States,68376,718328
e4f9c2a3-e3fd-4899-9402-0c9b819719b8,Jan Bradley,,12959,38353
bc6ee7b7-178e-4c63-9cbf-9135601566e8,Jimmy Ray,United Kingdom,22299,70636
3f8ee838-9e81-4a22-975a-bce739631165,Jo Dee Messina,United States,170381,1284810
83ae615f-b54a-4a80-8ab0-1de96820dd80,Johnny Rivers,United States,118511,872787
3780a8bc-6f99-4533-8dad-92f85a5b3560,Jonathan Ulysses,,1582,5475
0ac4fff0-03e9-4b0d-977b-ba94fb475030,Jon Hassell,United States,68300,809548
3f36ca82-81a9-4c84-8592-2cd7b2ae71bd,Junaid Jamshed,Pakistan,3308,24660
381086ea-f511-4aba-bdf9-71c753dc5077,Kendrick Lamar,United States,1472390,103146720
10d716c8-d564-4db7-a2a0-12081c5124dd,Kevon Edmonds,,40474,183779
a6b6fbf2-fa4d-4a93-82e0-2551e361899a,King Britt,United States,40563,252308
875074d3-6458-47b4-b515-f7ecda93bd8d,Labelle,United States,155259,611643
81971abd-8a02-4d66-a499-8487ba7f20d8,Larry Young,United States,38479,234626
832f33b3-218b-4ebf-994e-40be59a20cc2,Lonewolf,France,9141,158467
c1e5344e-1bff-4727-9417-a4f55e41b5ff,Loreena McKennitt,Canada; Ireland; Japan,471961,14789722
b655ff1f-19ad-4874-861a-3ec62ae0b2e0,Los Teen Tops,Mexico; Spain,9118,61867
006631f4-5214-49ff-a386-a064853d1a1e,Marco Antonio Solís,Mexico; Spain,105462,996808
