2e8ecde8-5d14-4a56-b00b-f574332a1e20,L.T.A.,L.t.a.,,,,,28,61,FALSE
74c3a89a-6510-419a-9f34-559a866f2716,Laura Laune,LAURA LAUNE,Belgium,,,,28,53,FALSE
070aa5d6-98ea-4b67-b55e-298de79f4f6c,Lavigna,LAVIGNA,,,,,28,72,FALSE
af9d481e-5853-4ac8-87f7-3ca85de5b2b7,Lowest Common Denominator,LCD CI,,,,,28,89,FALSE
61bf61ee-d37c-496e-a54a-327eba897df6,Learn2Play,LEARN2PLAY,,,,8-bit; chiptune,28,241,FALSE
495a14eb-2767-4303-ae82-6a4357f2e55f,LHI,LHI,Australia,,,electro; House; indie disco,28,299,FALSE
33ff3a41-0cad-450f-8b18-555956927664,Lillydamwhite,LILLYDAMWHITE,,,,,28,87,FALSE
aeec912e-f049-4062-b4c7-5b03befd21bf,LOST&FOUND,LOST&FOUND performed by Miho Morikawa,,,,,28,168,FALSE
7bf50f9f-7574-425e-aca0-27479a2a37c2,La Cali Salsa Big Band,La Cali Salsa Big Band,Colombia,,salsa; latin,,28,158,FALSE
32460d80-952c-4951-9865-e49c0f274dd8,La Cirila,La Cirila,,,,,28,46,FALSE
77076b39-b35c-4545-8078-ad22b8d074ca,La Colonie de Vacances,La Colonie de vacances,,,,,28,177,FALSE
c18bedeb-adb1-4721-a544-a64502989451,La Fetts,La Fetts,,Australia,,80s; australian; punk Brisbane; under 2000 listeners,28,74,FALSE
7de8dd99-308f-4d84-85e3-62ba8514d863,La Mirlitantouille,La Mirlitantouille,France,,,,28,125,FALSE
e5297687-597b-483e-a886-0f5164e59ba5,La Nòviarlt,La Nòviarlt,,,,,28,67,FALSE
ef5c97d8-5504-4a56-b676-f2619e3a5fbf,La Santa Caos,La Santa Caos,Italy,Italy,,rock; folk; folk-rock; italian,28,711,FALSE
e8215f78-f7d9-4b2f-b436-54e4e7a11e5c,"La Troupe de Mozart, L'Opéra Rock","La Troupe De Mozart, L'opéra Rock",,,,,28,521,FALSE
de4fbdbb-769b-41eb-b9e4-508b87ca89f4,LaQuinn,LaQuinn,Netherlands,,,,28,267,FALSE
562429d4-74c5-4b1a-8ddb-6e70bbaef2e2,Labiators,Labiators,,,american; asheville,seen live,28,78,FALSE
6f6ddee6-fe82-472f-be22-6bd9025d0ce5,Labora Trixx,Labora Trixx,,,,,28,44,FALSE
df31acec-f8da-4b16-a8eb-32d3fc99a636,Ladine Roxas,Ladine Roxas,Philippines,,,,28,978,FALSE
83c69c40-7d41-433c-870b-88ae817f1663,Ladislav Karol Kupkovič,Ladislav Kupkovič,Slovakia,Slovakia,,Classical; violin; contemporary classical; composers; slovakia; slovakian,28,179,FALSE
5823847d-50e0-490c-97eb-4783e83c73d7,Lady Kamikaze,Lady Kamikaze,,,,,28,480,FALSE
9d30f2b3-f64f-452f-af2b-37bd49da32c3,Lady Mojo,Lady Mojo,,,,,28,40,FALSE
483a5b10-25ce-4e62-bb2f-3c7943898084,Lady Ubuntu,Lady Ubuntu,,,,,28,213,FALSE
b6f8e0f9-9b4b-4bab-8f44-184de4ac368b,LadyLao,LadyLao,,,,,28,92,FALSE
9ef02d08-dd34-4893-a79e-f801a1332eda,Lahyene,Lahyene,,,,,28,47,FALSE
36221520-8d75-4e8d-a6d4-036941bdfff0,Lainy,Lainy,,,,,28,75,FALSE
f02668f8-9861-41fc-a5c0-c6d9f602467b,Lakeside Project,Lakeside Project,,,,DJENT; hard rock; progresive melodic metal,28,96,FALSE
049e09dd-68e9-47aa-992b-efa3b1db9e56,Larissa Tássi,Larissa Tássi,Brazil,,,,28,4366,FALSE
3223f767-70b4-4422-a604-989b17f38944,Larry Adams,Larry Adams,United States,,,,28,51,FALSE
e86d2d91-a9c9-445a-bcb9-eb570e6f4b3d,Lars da Fari,Lars Da Fari,,,,,28,112,FALSE
a2cc1132-c831-4883-895b-947c16493882,Lasse Lindgren Big Constellation,Lasse Lindgren Big Constellation,,,,,28,284,FALSE
1a670932-94a5-49e5-83ea-466052083566,Last Kid Picked,Last Kid Picked,,,,,28,416,FALSE
2074b3f8-b5d9-47a4-adc2-119e599784df,Last Man Out,Last Man Out,,,,,28,453,FALSE
5e2a4fe7-f3e4-497b-91be-79249ae162d1,Latki,Latki,,,,,28,136,FALSE
40eb1f06-1dbe-4574-a1f4-2f77ef2c53c8,Laura Andel,Laura Andel,,,,,28,279,FALSE
6355a496-d551-446d-9539-f581c4df3279,Laura Vida,Laura Vida,,,,,28,50,FALSE
7cc3da99-8fb0-410e-b396-af5c86cf4338,Laurie Powell,Laurie Powell,,,,,28,42,FALSE
057ae6a4-1a0b-4514-9456-fd0cd8048214,Lazydog,Lazydog,,,,,28,336,FALSE
63b553fa-a502-40aa-a565-da5a4bd30b95,Le Chat,Le Chat,,,,,28,224,FALSE
44ca5f4e-b213-44cf-8262-9303fde6aefc,Le Dépeupleur,Le Dépeupleur,,,noise,noise; experimental; Avant-Garde; modern composition; Cave 12,28,69,FALSE
6e73ef12-dcf1-4b96-9111-db074effb76e,Le Foulala,Le Foulala,,,,,28,1667,FALSE
d018ab7b-02aa-4493-9883-0ae0acd0ce4b,Le Manoir aux Histoires,Le Manoir aux Histoires,France,,,,28,152,FALSE
e54c633f-97b2-4d0d-9150-30e476330fe7,Le Mar,Le Mar,,Norway,,seen live; Progressive House; dj; EDM; Artists I have seen Live; norwegian EDM; artists I have cooked for,28,56,FALSE
46999381-d5d8-40fe-8ecd-fa0b5e43f0a5,Le Mer M,Le Mer M,,,,trip-hop,28,70,FALSE
f7c069f1-4456-4911-b9bb-077c50dcfd53,Le Monaster,Le Monaster,,France,,Hip-Hop; french; hip hop; French hip hop; french hiphop,28,105,FALSE
ef2d956e-7a84-48e9-ab61-d8df2532dcb9,Le petit Mirsha,Le Petit Mirsha,,,,,28,97,FALSE
c0cb70f5-9882-46ac-b3c6-6750cf204086,Le Sept,Le Sept,,,,,28,386,FALSE
5d784504-a31a-4ea1-aedf-30a9aff210f2,Leaders of the Shift,Leaders of the Shift,,,,,28,234,FALSE
6251b3a6-5645-422b-8d4e-fb00635c15e1,Leandro Díaz,Leandro Díaz,Colombia,,,,28,91,FALSE
1e80de43-a12c-40e6-bc44-e6579c74c14f,Lebo Jenkins,Lebo Jenkins,,,,,28,183,FALSE
4aa2500c-16c3-42de-9dd1-b96c7b21509a,Lee Wells & His Jasper,Lee Wells & His Jasper,,United States,,What Shall We Do Without Us,28,56,FALSE
5342c9c3-fe47-4059-8c70-9401d4581400,Legion of Bokor,Legion Of Bokor,Austria,,rock; heavy metal; metal; hard rock; heavy rock,,28,165,FALSE
26fc7e73-f469-4a75-9a4a-532ee9ac7938,Leida Sibul,Leida Sibul,Estonia,,,,28,61,FALSE
fed8b829-4516-484f-a4cf-dcb5997fd643,Leight Russel,Leight Russel,,,,,28,78,FALSE
0ef48896-f5b7-48b1-a723-f33f0247bfca,Leman Ekrem Hanım,Leman Ekrem Hanim,Turkey,,,,28,71,FALSE
96ddf99f-a542-42af-99d9-909f7da14713,Lemonhaze,Lemonhaze,United Kingdom,,,,28,89,FALSE
55bbd754-f0f0-458a-9cde-d50633dedad4,Lemonsoul,Lemonsoul,,,,,28,196,FALSE
87908622-67e1-4689-8d74-353a415e5016,Lennie Felix,Lennie Felix,United Kingdom,,jazz,,28,110,FALSE
77b08d00-aab6-48e7-8347-1656cf21590d,Lenny Frings,Lenny Frings,,,,,28,67,FALSE
c0fda99f-1c43-48b0-9fe0-5337f7d0c519,Leo Wundergut,Leo Wundergut,Switzerland,,,,28,199,FALSE
a84598c3-e2fd-4f0b-acd4-394f72ab492e,Leonore Veenemans,Leonore Veenemans,,,,,28,57,FALSE
b7ed3a9c-b36e-4cd7-b174-1ff917c696ed,Les Bons A Rien,Les Bons A Rien,Canada,,,,28,417,FALSE
1cd7233a-d064-4e67-b639-18cf45778110,Les Fossoyeurs Septik,Les Fossoyeurs Septik,,,,,28,622,FALSE
305ba765-fed3-4622-8eb6-cef569273e47,Les Hall,Les Hall,Australia,,,,28,99,FALSE
7b5b9473-1c32-4ec2-9532-cca20acb580c,Les Trompettes du Mozambique,Les Trompettes Du Mozambique,,,,ska; fanfare,28,243,FALSE
a8782030-f01e-4d23-b592-48f85982ea7c,Les Vestons,Les Vestons,,,,,28,497,FALSE
f5db3c19-0498-4881-8b49-f7a8739128df,Les Écureuils qui puent,Les écureuils qui puent,France,,french; punk; punk rock,rock,28,552,FALSE
f32d20d2-4764-40a2-a38f-90f3947fb6cc,Lesley Andrew,Lesley Andrew,,,,,28,57,FALSE
18440199-8d2e-466f-bb9f-b35adf46a500,Lesley Scott,Lesley Scott,,,,,28,96,FALSE
036515ed-f098-47bf-811d-769f941e7b39,Lesly,Lesly,,,,,28,100,FALSE
d1cc2d53-6d55-44f3-9291-3936610cd922,Lewis Gatewood,Lewis Gatewood,,,,,28,48,FALSE
f465f255-aca2-418b-bf3c-20afaacf3e80,Lex Lakaiser,Lex Lakaiser,,,,Hip-Hop,28,64,FALSE
8da24992-7ad1-42b6-8981-453cec719f53,Lhaes,Lhaes,,,,,28,49,FALSE
6a570261-76ad-4be7-b082-a7957eb2fa81,Lhesota,Lhesota,,,,,28,85,FALSE
40cc4453-539b-41d7-a3e9-ef8096616da6,Lhynn,Lhynn,,,,,28,70,FALSE
